EMIS.NO.s-1,EMIS.NO2_emis.s-1,EMIS.CO.s-1,EMIS.SO2.s-1,EMIS.FORM.s-1,EMIS.MEOH.s-1,EMIS.ALD2_emis.s-1,EMIS.PAR.s-1,EMIS.ETH.s-1,EMIS.OLE.s-1,EMIS.IOLE.s-1,EMIS.TOL.s-1,EMIS.XYL.s-1,EMIS.ISOP.s-1,PHOTO.NO2.s-1,PHOTO.O3->O1D.s-1,PHOTO.O3->O3P.s-1,PHOTO.NO3->NO2.s-1,PHOTO.NO3->NO.s-1,PHOTO.HONO.s-1,PHOTO.H2O2.s-1,PHOTO.PNA.s-1,PHOTO.HNO3.s-1,PHOTO.NTR.s-1,PHOTO.ROOH.s-1,PHOTO.MEPX.s-1,PHOTO.FORM->HO2.s-1,PHOTO.FORM->CO.s-1,PHOTO.ALD2.s-1,PHOTO.PACD.s-1,PHOTO.ALDX.s-1,PHOTO.OPEN.s-1,PHOTO.MGLY.s-1,PHOTO.ISPD.s-1
1.44e-10,7.56e-12,1.96e-09,1.06e-09,1.02e-11,5.92e-13,4.25e-12,4.27e-10,4.62e-11,1.49e-11,1.49e-11,1.53e-11,1.4e-11,6.03e-12,0.00477,2.26e-06,0.000253,0.117,0.0144,0.000918,2.59e-06,1.89e-06,8.61e-08,4.77e-07,1.81e-06,1.81e-06,7.93e-06,2.2e-05,2.2e-06,1.81e-06,2.2e-06,0.000645,7.64e-05,1.98e-09
