time,ENV.temperature,ENV.pressure,CONC.SOA1,CONC.SOA2,CONC.M,CONC.O3,CONC.a-pinene
818.0,298.15,101325.0,7.160504092237867e-10,6.544637663309769e-11,0.0,1.9953655589407702e-05,3.365558940767171e-08
819.0,298.15,101325.0,7.152962675508524e-10,6.537708591520896e-11,0.0,1.9953620019457278e-05,3.3620019457238836e-08
820.0,298.15,101325.0,7.145428853313519e-10,6.530786880972527e-11,0.0,1.9953584487163327e-05,3.358448716328206e-08
821.0,298.15,101325.0,7.137902621725452e-10,6.523872523791161e-11,0.0,1.9953548992485844e-05,3.354899248580236e-08
822.0,298.15,101325.0,7.130383976779385e-10,6.516965512111822e-11,0.0,1.9953513535384888e-05,3.3513535384843397e-08
823.0,298.15,101325.0,7.122872914473323e-10,6.510065838078066e-11,0.0,1.9953478115820532e-05,3.3478115820491584e-08
824.0,298.15,101325.0,7.115369430768648e-10,6.50317349384196e-11,0.0,1.995344273375292e-05,3.3442733752876045e-08
825.0,298.15,101325.0,7.107873521590577e-10,6.496288471564079e-11,0.0,1.9953407389142217e-05,3.340738914216852e-08
826.0,298.15,101325.0,7.100385182828603e-10,6.48941076341349e-11,0.0,1.995337208194863e-05,3.3372081948583296e-08
827.0,298.15,101325.0,7.092904410336926e-10,6.48254036156775e-11,0.0,1.995333681213243e-05,3.333681213237726e-08
828.0,298.15,101325.0,7.085431199934899e-10,6.475677258212886e-11,0.0,1.9953301579653906e-05,3.330157965384973e-08
829.0,298.15,101325.0,7.077965547407445e-10,6.4688214455434e-11,0.0,1.9953266384473392e-05,3.32663844733425e-08
830.0,298.15,101325.0,7.070507448505489e-10,6.461972915762252e-11,0.0,1.9953231226551293e-05,3.323122655123976e-08
831.0,298.15,101325.0,7.063056898946376e-10,6.45513166108084e-11,0.0,1.9953196105848022e-05,3.319610584796805e-08
832.0,298.15,101325.0,7.055613894414288e-10,6.448297673719018e-11,0.0,1.9953161022324052e-05,3.316102232399623e-08
833.0,298.15,101325.0,7.048178430560652e-10,6.441470945905055e-11,0.0,1.995312597593989e-05,3.3125975939835455e-08
834.0,298.15,101325.0,7.040750503004564e-10,6.434651469875649e-11,0.0,1.9953090966656093e-05,3.309096665603901e-08
835.0,298.15,101325.0,7.033330107333164e-10,6.42783923787591e-11,0.0,1.9953055994433252e-05,3.305599443320245e-08
836.0,298.15,101325.0,7.025917239102061e-10,6.42103424215934e-11,0.0,1.9953021059232016e-05,3.3021059231963385e-08
837.0,298.15,101325.0,7.018511893835723e-10,6.414236474987846e-11,0.0,1.9952986161013044e-05,3.298616101300153e-08
838.0,298.15,101325.0,7.011114067027854e-10,6.407445928631705e-11,0.0,1.9952951299737072e-05,3.295129973703862e-08
839.0,298.15,101325.0,7.003723754141805e-10,6.400662595369577e-11,0.0,1.995291647536487e-05,3.2916475364838416e-08
840.0,298.15,101325.0,6.996340950610934e-10,6.393886467488485e-11,0.0,1.995288168785723e-05,3.288168785720662e-08
841.0,298.15,101325.0,6.988965651839004e-10,6.387117537283808e-11,0.0,1.9952846937175023e-05,3.284693717499079e-08
842.0,298.15,101325.0,6.981597853200547e-10,6.380355797059275e-11,0.0,1.9952812223279114e-05,3.2812223279080334e-08
843.0,298.15,101325.0,6.974237550041246e-10,6.373601239126937e-11,0.0,1.9952777546130443e-05,3.277754613040652e-08
844.0,298.15,101325.0,6.966884737678292e-10,6.366853855807186e-11,0.0,1.9952742905689983e-05,3.2742905689942326e-08
845.0,298.15,101325.0,6.959539411400761e-10,6.360113639428722e-11,0.0,1.995270830191874e-05,3.27083019187025e-08
846.0,298.15,101325.0,6.952201566469959e-10,6.35338058232857e-11,0.0,1.9952673734777784e-05,3.267373477774342e-08
847.0,298.15,101325.0,6.944871198119792e-10,6.346654676852037e-11,0.0,1.9952639204228208e-05,3.263920422816312e-08
848.0,298.15,101325.0,6.937548301557115e-10,6.339935915352737e-11,0.0,1.995260471023114e-05,3.260471023110118e-08
849.0,298.15,101325.0,6.930232871962084e-10,6.333224290192546e-11,0.0,1.995257025274777e-05,3.257025274773875e-08
850.0,298.15,101325.0,6.922924904488499e-10,6.326519793741631e-11,0.0,1.995253583173933e-05,3.2535831739298466e-08
851.0,298.15,101325.0,6.91562439426415e-10,6.319822418378407e-11,0.0,1.9952501447167072e-05,3.250144716704439e-08
852.0,298.15,101325.0,6.908331336391145e-10,6.313132156489556e-11,0.0,1.995246709899232e-05,3.2467098992282005e-08
853.0,298.15,101325.0,6.901045725946266e-10,6.30644900046999e-11,0.0,1.9952432787176395e-05,3.243278717635815e-08
854.0,298.15,101325.0,6.893767557981287e-10,6.299772942722873e-11,0.0,1.99523985116807e-05,3.239851168066098e-08
855.0,298.15,101325.0,6.886496827523296e-10,6.293103975659577e-11,0.0,1.9952364272466664e-05,3.2364272466619894e-08
856.0,298.15,101325.0,6.879233529575046e-10,6.286442091699716e-11,0.0,1.9952330069495747e-05,3.233006949570553e-08
857.0,298.15,101325.0,6.871977659115248e-10,6.279787283271082e-11,0.0,1.9952295902729468e-05,3.229590272942973e-08
858.0,298.15,101325.0,6.864729211098914e-10,6.273139542809689e-11,0.0,1.995226177212938e-05,3.2261772129345426e-08
859.0,298.15,101325.0,6.857488180457654e-10,6.266498862759731e-11,0.0,1.9952227677657077e-05,3.222767765704667e-08
860.0,298.15,101325.0,6.850254562100007e-10,6.259865235573583e-11,0.0,1.9952193619274186e-05,3.219361927416853e-08
861.0,298.15,101325.0,6.843028350911725e-10,6.253238653711794e-11,0.0,1.9952159596942403e-05,3.215959694238713e-08
862.0,298.15,101325.0,6.835809541756107e-10,6.246619109643076e-11,0.0,1.9952125610623436e-05,3.2125610623419466e-08
863.0,298.15,101325.0,6.828598129474279e-10,6.240006595844294e-11,0.0,1.9952091660279042e-05,3.209166027902352e-08
864.0,298.15,101325.0,6.821394108885514e-10,6.233401104800461e-11,0.0,1.9952057745871017e-05,3.2057745870998126e-08
865.0,298.15,101325.0,6.814197474787509e-10,6.226802629004723e-11,0.0,1.9952023867361197e-05,3.2023867361182905e-08
866.0,298.15,101325.0,6.807008221956694e-10,6.220211160958349e-11,0.0,1.9951990024711475e-05,3.19900247114583e-08
867.0,298.15,101325.0,6.799826345148513e-10,6.213626693170723e-11,0.0,1.9951956217883763e-05,3.195621788374544e-08
868.0,298.15,101325.0,6.792651839097711e-10,6.207049218159345e-11,0.0,1.995192244684002e-05,3.19224468400062e-08
869.0,298.15,101325.0,6.785484698518634e-10,6.200478728449817e-11,0.0,1.995188871154226e-05,3.1888711542243096e-08
870.0,298.15,101325.0,6.778324918105498e-10,6.193915216575818e-11,0.0,1.9951855011952514e-05,3.1855011952499206e-08
871.0,298.15,101325.0,6.771172492532663e-10,6.187358675079124e-11,0.0,1.9951821348032873e-05,3.182134803285818e-08
872.0,298.15,101325.0,6.764027416454917e-10,6.180809096509573e-11,0.0,1.9951787719745463e-05,3.1787719745444216e-08
873.0,298.15,101325.0,6.756889684507757e-10,6.174266473425071e-11,0.0,1.995175412705244e-05,3.175412705242195e-08
874.0,298.15,101325.0,6.749759291307638e-10,6.167730798391578e-11,0.0,1.995172056991602e-05,3.172056991599646e-08
875.0,298.15,101325.0,6.742636231452265e-10,6.161202063983097e-11,0.0,1.995168704829844e-05,3.168704829841321e-08
876.0,298.15,101325.0,6.735520499520841e-10,6.154680262781673e-11,0.0,1.9951653562161983e-05,3.1653562161957986e-08
877.0,298.15,101325.0,6.728412090074332e-10,6.148165387377379e-11,0.0,1.995162011146898e-05,3.1620111468956886e-08
878.0,298.15,101325.0,6.721310997655736e-10,6.141657430368302e-11,0.0,1.9951586696181803e-05,3.1586696181776274e-08
879.0,298.15,101325.0,6.714217216790321e-10,6.135156384360539e-11,0.0,1.9951553316262853e-05,3.1553316262822696e-08
880.0,298.15,101325.0,6.707130741985908e-10,6.128662241968197e-11,0.0,1.9951519971674576e-05,3.1519971674542874e-08
881.0,298.15,101325.0,6.700051567733094e-10,6.122174995813366e-11,0.0,1.9951486662379465e-05,3.1486662379423665e-08
882.0,298.15,101325.0,6.69297968850551e-10,6.115694638526121e-11,0.0,1.9951453388340027e-05,3.145338833999199e-08
883.0,298.15,101325.0,6.685915098760082e-10,6.109221162744518e-11,0.0,1.995142014951886e-05,3.142014951881479e-08
884.0,298.15,101325.0,6.678857792937253e-10,6.102754561114569e-11,0.0,1.995138694587854e-05,3.138694587849904e-08
885.0,298.15,101325.0,6.671807765461236e-10,6.096294826290253e-11,0.0,1.9951353777381738e-05,3.135377738169164e-08
886.0,298.15,101325.0,6.664765010740253e-10,6.089841950933494e-11,0.0,1.9951320643991135e-05,3.13206439910794e-08
887.0,298.15,101325.0,6.657729523166771e-10,6.083395927714152e-11,0.0,1.9951287545669447e-05,3.1287545669389e-08
888.0,298.15,101325.0,6.650701297117729e-10,6.07695674931002e-11,0.0,1.9951254482379437e-05,3.1254482379386915e-08
889.0,298.15,101325.0,6.643680326954784e-10,6.070524408406812e-11,0.0,1.995122145408393e-05,3.122145408387943e-08
890.0,298.15,101325.0,6.636666607024521e-10,6.064098897698155e-11,0.0,1.995118846074576e-05,3.118846074571251e-08
891.0,298.15,101325.0,6.629660131658696e-10,6.057680209885583e-11,0.0,1.9951155502327814e-05,3.1155502327771884e-08
892.0,298.15,101325.0,6.622660895174457e-10,6.051268337678524e-11,0.0,1.9951122578793022e-05,3.112257879298289e-08
893.0,298.15,101325.0,6.615668891874558e-10,6.04486327379429e-11,0.0,1.9951089690104342e-05,3.108969010431046e-08
894.0,298.15,101325.0,6.608684116047587e-10,6.038465010958076e-11,0.0,1.9951056836224792e-05,3.1056836224759106e-08
895.0,298.15,101325.0,6.601706561968183e-10,6.032073541902942e-11,0.0,1.995102401711741e-05,3.1024017117372855e-08
896.0,298.15,101325.0,6.594736223897247e-10,6.025688859369809e-11,0.0,1.9950991232745265e-05,3.0991232745235234e-08
897.0,298.15,101325.0,6.587773096082157e-10,6.019310956107455e-11,0.0,1.9950958483071507e-05,3.095848307146912e-08
898.0,298.15,101325.0,6.580817172756979e-10,6.012939824872493e-11,0.0,1.9950925768059282e-05,3.092576805923692e-08
899.0,298.15,101325.0,6.573868448142683e-10,6.006575458429378e-11,0.0,1.9950893087671793e-05,3.0893087671740235e-08
900.0,298.15,101325.0,6.566926916447336e-10,6.00021784955039e-11,0.0,1.9950860441872267e-05,3.086044187222012e-08
901.0,298.15,101325.0,6.559992571866316e-10,5.993866991015619e-11,0.0,1.9950827830624007e-05,3.0827830623956764e-08
902.0,298.15,101325.0,6.553065408582511e-10,5.987522875612974e-11,0.0,1.9950795253890315e-05,3.079525389026967e-08
903.0,298.15,101325.0,6.546145420766519e-10,5.981185496138158e-11,0.0,1.9950762711634566e-05,3.076271163451745e-08
904.0,298.15,101325.0,6.539232602576847e-10,5.974854845394664e-11,0.0,1.9950730203820146e-05,3.073020382009794e-08
905.0,298.15,101325.0,6.532326948160112e-10,5.968530916193766e-11,0.0,1.9950697730410494e-05,3.069773041044799e-08
906.0,298.15,101325.0,6.52542845165122e-10,5.962213701354523e-11,0.0,1.995066529136909e-05,3.0665291369043534e-08
907.0,298.15,101325.0,6.518537107173576e-10,5.95590319370375e-11,0.0,1.9950632886659448e-05,3.063288665939953e-08
908.0,298.15,101325.0,6.511652908839264e-10,5.949599386076015e-11,0.0,1.995060051624512e-05,3.060051624506987e-08
909.0,298.15,101325.0,6.504775850749234e-10,5.943302271313647e-11,0.0,1.9950568180089702e-05,3.0568180089647384e-08
910.0,298.15,101325.0,6.497905926993499e-10,5.937011842266704e-11,0.0,1.9950535878156814e-05,3.053587815676378e-08
911.0,298.15,101325.0,6.491043131651303e-10,5.93072809179298e-11,0.0,1.9950503610410133e-05,3.0503610410089646e-08
912.0,298.15,101325.0,6.484187458791316e-10,5.92445101275799e-11,0.0,1.9950471376813373e-05,3.0471376813334307e-08
913.0,298.15,101325.0,6.477338902471805e-10,5.918180598034964e-11,0.0,1.9950439177330286e-05,3.0439177330245896e-08
914.0,298.15,101325.0,6.470497456740828e-10,5.911916840504842e-11,0.0,1.9950407011924656e-05,3.040701192461122e-08
915.0,298.15,101325.0,6.463663115636387e-10,5.905659733056247e-11,0.0,1.99503748805603e-05,3.0374880560255815e-08
916.0,298.15,101325.0,6.456835873186627e-10,5.899409268585503e-11,0.0,1.9950342783201086e-05,3.0342783201043815e-08
917.0,298.15,101325.0,6.450015723409993e-10,5.89316543999661e-11,0.0,1.9950310719810918e-05,3.0310719810877934e-08
918.0,298.15,101325.0,6.443202660315402e-10,5.886928240201237e-11,0.0,1.9950278690353737e-05,3.027869035369945e-08
919.0,298.15,101325.0,6.436396677902422e-10,5.880697662118726e-11,0.0,1.995024669479352e-05,3.024669479348816e-08
920.0,298.15,101325.0,6.429597770161437e-10,5.874473698676058e-11,0.0,1.99502147330943e-05,3.021473309426227e-08
921.0,298.15,101325.0,6.422805931073802e-10,5.868256342807872e-11,0.0,1.9950182805220113e-05,3.0182805220078476e-08
922.0,298.15,101325.0,6.416021154612013e-10,5.862045587456442e-11,0.0,1.9950150911135073e-05,3.015091113503183e-08
923.0,298.15,101325.0,6.409243434739882e-10,5.855841425571667e-11,0.0,1.9950119050803294e-05,3.011905080325574e-08
924.0,298.15,101325.0,6.402472765412682e-10,5.849643850111072e-11,0.0,1.995008722418896e-05,3.0087224188921867e-08
925.0,298.15,101325.0,6.395709140577308e-10,5.843452854039785e-11,0.0,1.9950055431256282e-05,3.005543125624019e-08
926.0,298.15,101325.0,6.388952554172441e-10,5.837268430330552e-11,0.0,1.9950023671969496e-05,3.0023671969458857e-08
927.0,298.15,101325.0,6.382203000128698e-10,5.831090571963702e-11,0.0,1.99499919462929e-05,2.999194629286423e-08
928.0,298.15,101325.0,6.375460472368789e-10,5.82491927192716e-11,0.0,1.994996025419082e-05,2.99602541907808e-08
929.0,298.15,101325.0,6.368724964807667e-10,5.81875452321642e-11,0.0,1.9949928595627606e-05,2.992859562757111e-08
930.0,298.15,101325.0,6.361996471352686e-10,5.812596318834555e-11,0.0,1.9949896970567674e-05,2.9896970567635784e-08
931.0,298.15,101325.0,6.355274985903739e-10,5.8064446517921937e-11,0.0,1.9949865378975454e-05,2.986537897541346e-08
932.0,298.15,101325.0,6.348560502353412e-10,5.8002995151075237e-11,0.0,1.9949833820815418e-05,2.983382081538072e-08
933.0,298.15,101325.0,6.341853014587129e-10,5.794160901806275e-11,0.0,1.9949802296052085e-05,2.9802296052052113e-08
934.0,298.15,101325.0,6.335152516483304e-10,5.788028804921714e-11,0.0,1.9949770804650015e-05,2.9770804649980065e-08
935.0,298.15,101325.0,6.328459001913471e-10,5.781903217494639e-11,0.0,1.9949739346573796e-05,2.9739346573754827e-08
936.0,298.15,101325.0,6.321772464742438e-10,5.775784132573363e-11,0.0,1.9949707921788046e-05,2.9707921788004477e-08
937.0,298.15,101325.0,6.31509289882841e-10,5.769671543213713e-11,0.0,1.994967653025744e-05,2.967653025739484e-08
938.0,298.15,101325.0,6.308420298023149e-10,5.7635654424790195e-11,0.0,1.9949645171946675e-05,2.9645171946629493e-08
939.0,298.15,101325.0,6.301754656172098e-10,5.757465823440109e-11,0.0,1.994961384682051e-05,2.9613846820449656e-08
940.0,298.15,101325.0,6.295095967114518e-10,5.751372679175298e-11,0.0,1.994958255484369e-05,2.9582554843634235e-08
941.0,298.15,101325.0,6.288444224683627e-10,5.745286002770376e-11,0.0,1.9949551295981056e-05,2.9551295980999707e-08
942.0,298.15,101325.0,6.28179942270673e-10,5.739205787318603e-11,0.0,1.9949520070197453e-05,2.952007019740012e-08
943.0,298.15,101325.0,6.275161555005343e-10,5.7331320259207084e-11,0.0,1.9949488877457778e-05,2.9488877457727053e-08
944.0,298.15,101325.0,6.268530615395339e-10,5.7270647116848676e-11,0.0,1.9949457717726963e-05,2.9457717726909558e-08
945.0,298.15,101325.0,6.261906597687063e-10,5.72100383772671e-11,0.0,1.9949426590969968e-05,2.942659096991411e-08
946.0,298.15,101325.0,6.25528949568547e-10,5.714949397169288e-11,0.0,1.99493954971518e-05,2.9395497151744615e-08
947.0,298.15,101325.0,6.248679303190243e-10,5.7089013831431e-11,0.0,1.9949364436237503e-05,2.93644362374423e-08
948.0,298.15,101325.0,6.242076013995916e-10,5.702859788786054e-11,0.0,1.994933340819215e-05,2.9333408192085754e-08
949.0,298.15,101325.0,6.235479621892008e-10,5.69682460724348e-11,0.0,1.994930241298086e-05,2.9302412980790817e-08
950.0,298.15,101325.0,6.228890120663134e-10,5.690795831668102e-11,0.0,1.994927145056878e-05,2.9271450568710586e-08
951.0,298.15,101325.0,6.222307504089135e-10,5.6847734552200483e-11,0.0,1.994924052092111e-05,2.924052092103533e-08
952.0,298.15,101325.0,6.215731765945185e-10,5.678757471066834e-11,0.0,1.9949209624003067e-05,2.9209624002992485e-08
953.0,298.15,101325.0,6.209162900001924e-10,5.672747872383352e-11,0.0,1.9949178759779916e-05,2.9178759779846614e-08
954.0,298.15,101325.0,6.202600900025567e-10,5.66674465235187e-11,0.0,1.9949147928216966e-05,2.9147928216899344e-08
955.0,298.15,101325.0,6.196045759778021e-10,5.660747804162019e-11,0.0,1.994911712927956e-05,2.911712927948936e-08
956.0,298.15,101325.0,6.189497473016995e-10,5.6547573210107827e-11,0.0,1.994908636293306e-05,2.9086362932992335e-08
957.0,298.15,101325.0,6.182956033496126e-10,5.648773196102497e-11,0.0,1.9949055629142895e-05,2.9055629142820885e-08
958.0,298.15,101325.0,6.176421434965072e-10,5.642795422648834e-11,0.0,1.99490249278745e-05,2.9024927874424573e-08
959.0,298.15,101325.0,6.169893671169646e-10,5.6368239938688e-11,0.0,1.9948994259093367e-05,2.8994259093289808e-08
960.0,298.15,101325.0,6.163372735851897e-10,5.63085890298872e-11,0.0,1.9948963622765024e-05,2.896362276493986e-08
961.0,298.15,101325.0,6.15685862275025e-10,5.62490014324224e-11,0.0,1.994893301885502e-05,2.8933018854934786e-08
962.0,298.15,101325.0,6.150351325599589e-10,5.61894770787031e-11,0.0,1.9948902447328952e-05,2.8902447328871427e-08
963.0,298.15,101325.0,6.143850838131373e-10,5.6130015901211784e-11,0.0,1.994887190815246e-05,2.8871908152383288e-08
964.0,298.15,101325.0,6.137357154073744e-10,5.607061783250384e-11,0.0,1.9948841401291217e-05,2.88414012911406e-08
965.0,298.15,101325.0,6.130870267151623e-10,5.601128280520753e-11,0.0,1.994881092671092e-05,2.8810926710850218e-08
966.0,298.15,101325.0,6.124390171086823e-10,5.595201075202383e-11,0.0,1.9948780484377322e-05,2.8780484377255613e-08
967.0,298.15,101325.0,6.117916859598138e-10,5.589280160572637e-11,0.0,1.9948750074256198e-05,2.8750074256136804e-08
968.0,298.15,101325.0,6.111450326401452e-10,5.5833655299161416e-11,0.0,1.9948719696313368e-05,2.871969631331031e-08
969.0,298.15,101325.0,6.104990565209839e-10,5.5774571765247726e-11,0.0,1.9948689350514693e-05,2.868935051462917e-08
970.0,298.15,101325.0,6.098537569733656e-10,5.571555093697645e-11,0.0,1.9948659036826047e-05,2.8659036825982826e-08
971.0,298.15,101325.0,6.092091333680652e-10,5.565659274741112e-11,0.0,1.9948628755213367e-05,2.8628755213297172e-08
972.0,298.15,101325.0,6.085651850756051e-10,5.5597697129687557e-11,0.0,1.9948598505642605e-05,2.8598505642534436e-08
973.0,298.15,101325.0,6.079219114662648e-10,5.553886401701373e-11,0.0,1.9948568288079768e-05,2.8568288079693158e-08
974.0,298.15,101325.0,6.072793119100912e-10,5.5480093342669715e-11,0.0,1.994853810249089e-05,2.85381024908082e-08
975.0,298.15,101325.0,6.06637385776908e-10,5.542138504000767e-11,0.0,1.9948507948842035e-05,2.8507948841950633e-08
976.0,298.15,101325.0,6.059961324363236e-10,5.5362739042451634e-11,0.0,1.9948477827099312e-05,2.8477827099227756e-08
977.0,298.15,101325.0,6.05355551257742e-10,5.530415528349758e-11,0.0,1.9948447737228857e-05,2.8447737228783027e-08
978.0,298.15,101325.0,6.047156416103703e-10,5.524563369671323e-11,0.0,1.9948417679196876e-05,2.8417679196796055e-08
979.0,298.15,101325.0,6.040764028632279e-10,5.518717421573803e-11,0.0,1.9948387652969562e-05,2.8387652969482506e-08
980.0,298.15,101325.0,6.034378343851569e-10,5.512877677428308e-11,0.0,1.9948357658513174e-05,2.835765851309411e-08
981.0,298.15,101325.0,6.027999355448283e-10,5.507044130613102e-11,0.0,1.9948327695793992e-05,2.832769579391863e-08
982.0,298.15,101325.0,6.021627057107533e-10,5.5012167745135925e-11,0.0,1.9948297764778356e-05,2.8297764778279783e-08
983.0,298.15,101325.0,6.015261442512891e-10,5.495395602522336e-11,0.0,1.9948267865432613e-05,2.8267865432537205e-08
984.0,298.15,101325.0,6.008902505346501e-10,5.489580608039011e-11,0.0,1.9948237997723176e-05,2.8237997723086457e-08
985.0,298.15,101325.0,6.00255023928914e-10,5.483771784470429e-11,0.0,1.994820816161645e-05,2.8208161616358945e-08
986.0,298.15,101325.0,5.996204638020318e-10,5.477969125230507e-11,0.0,1.9948178357078916e-05,2.817835707882189e-08
987.0,298.15,101325.0,5.98986569521835e-10,5.47217262374028e-11,0.0,1.9948148584077072e-05,2.8148584076978287e-08
988.0,298.15,101325.0,5.983533404560438e-10,5.46638227342788e-11,0.0,1.994811884257747e-05,2.81188425773669e-08
989.0,298.15,101325.0,5.977207759722749e-10,5.4605980677285287e-11,0.0,1.9948089132546673e-05,2.8089132546562157e-08
990.0,298.15,101325.0,5.970888754380507e-10,5.454820000084534e-11,0.0,1.994805945395128e-05,2.805945395117419e-08
991.0,298.15,101325.0,5.964576382208055e-10,5.4490480639452855e-11,0.0,1.994802980675796e-05,2.8029806757848737e-08
992.0,298.15,101325.0,5.958270636878939e-10,5.443282252767235e-11,0.0,1.9948000190933376e-05,2.8000190933267112e-08
993.0,298.15,101325.0,5.951971512065993e-10,5.4375225600138986e-11,0.0,1.994797060644426e-05,2.7970606444146192e-08
994.0,298.15,101325.0,5.945679001441396e-10,5.4317689791558464e-11,0.0,1.994794105325735e-05,2.794105325723837e-08
995.0,298.15,101325.0,5.939393098676769e-10,5.426021503670697e-11,0.0,1.9947911531339434e-05,2.7911531339331495e-08
996.0,298.15,101325.0,5.933113797443232e-10,5.420280127043099e-11,0.0,1.994788204065735e-05,2.7882040657248853e-08
997.0,298.15,101325.0,5.926841091411482e-10,5.414544842764738e-11,0.0,1.9947852581177946e-05,2.7852581177849136e-08
998.0,298.15,101325.0,5.920574974251874e-10,5.408815644334319e-11,0.0,1.994782315286812e-05,2.7823152868026383e-08
999.0,298.15,101325.0,5.914315439634479e-10,5.403092525257567e-11,0.0,1.99477937556948e-05,2.7793755694709962e-08
1000.0,298.15,101325.0,5.908062481229171e-10,5.397375479047207e-11,0.0,1.9947764389624948e-05,2.7764389624864518e-08
1001.0,298.15,101325.0,5.901816092705679e-10,5.391664499222967e-11,0.0,1.994773505462557e-05,2.7735054625489932e-08
1002.0,298.15,101325.0,5.895576267733671e-10,5.385959579311564e-11,0.0,1.99477057506637e-05,2.77057506636213e-08
1003.0,298.15,101325.0,5.889342999982816e-10,5.380260712846704e-11,0.0,1.99476764777064e-05,2.7676477706328885e-08
1004.0,298.15,101325.0,5.883116283122852e-10,5.374567893369065e-11,0.0,1.9947647235720776e-05,2.764723572071807e-08
1005.0,298.15,101325.0,5.876896110823654e-10,5.368881114426295e-11,0.0,1.9947618024673983e-05,2.7618024673929344e-08
1006.0,298.15,101325.0,5.870682476755299e-10,5.363200369573e-11,0.0,1.9947588844533193e-05,2.7588844533138237e-08
1007.0,298.15,101325.0,5.86447537458814e-10,5.357525652370744e-11,0.0,1.994755969526561e-05,2.75596952655553e-08
1008.0,298.15,101325.0,5.858274797992857e-10,5.351856956388033e-11,0.0,1.994753057683847e-05,2.753057683842607e-08
1009.0,298.15,101325.0,5.852080740640536e-10,5.346194275200313e-11,0.0,1.994750148921908e-05,2.750148921903101e-08
1010.0,298.15,101325.0,5.84589319620272e-10,5.3405376023899574e-11,0.0,1.9947472432374726e-05,2.7472432374685486e-08
1011.0,298.15,101325.0,5.839712158351473e-10,5.334886931546264e-11,0.0,1.994744340627278e-05,2.744340627273975e-08
1012.0,298.15,101325.0,5.833537620759462e-10,5.329242256265447e-11,0.0,1.9947414410880615e-05,2.7414410880578838e-08
1013.0,298.15,101325.0,5.827369577099982e-10,5.3236035701506235e-11,0.0,1.994738544616566e-05,2.7385446165622625e-08
1014.0,298.15,101325.0,5.821208021047051e-10,5.3179708668118166e-11,0.0,1.9947356512095365e-05,2.735651209532572e-08
1015.0,298.15,101325.0,5.815052946275449e-10,5.312344139865935e-11,0.0,1.994732760863721e-05,2.732760863717744e-08
1016.0,298.15,101325.0,5.808904346460787e-10,5.306723382936778e-11,0.0,1.9947298735758743e-05,2.7298735758701777e-08
1017.0,298.15,101325.0,5.802762215279563e-10,5.301108589655015e-11,0.0,1.9947269893427496e-05,2.726989342745738e-08
1018.0,298.15,101325.0,5.796626546409222e-10,5.295499753658193e-11,0.0,1.994724108161108e-05,2.7241081611037486e-08
1019.0,298.15,101325.0,5.790497333528215e-10,5.2898968685907164e-11,0.0,1.9947212300277114e-05,2.7212300277069905e-08
1020.0,298.15,101325.0,5.784374570316042e-10,5.2842999281038395e-11,0.0,1.994718354939326e-05,2.7183549393216966e-08
1021.0,298.15,101325.0,5.778258250453327e-10,5.2787089258556697e-11,0.0,1.994715482892722e-05,2.71548289271755e-08
1022.0,298.15,101325.0,5.772148367621858e-10,5.273123855511151e-11,0.0,1.9947126138846717e-05,2.7126138846676785e-08
1023.0,298.15,101325.0,5.76604491550466e-10,5.267544710742059e-11,0.0,1.9947097479119527e-05,2.7097479119486522e-08
1024.0,298.15,101325.0,5.759947887786026e-10,5.2619714852269974e-11,0.0,1.9947068849713444e-05,2.706884971340479e-08
1025.0,298.15,101325.0,5.753857278151591e-10,5.256404172651383e-11,0.0,1.99470402505963e-05,2.7040250596266e-08
1026.0,298.15,101325.0,5.747773080288368e-10,5.2508427667074375e-11,0.0,1.994701168173597e-05,2.701168173593888e-08
1027.0,298.15,101325.0,5.741695287884826e-10,5.245287261094193e-11,0.0,1.994698314310036e-05,2.698314310032644e-08
1028.0,298.15,101325.0,5.73562389463091e-10,5.2397376495174676e-11,0.0,1.99469546346574e-05,2.6954634657365887e-08
1029.0,298.15,101325.0,5.72955889421811e-10,5.234193925689873e-11,0.0,1.994692615637507e-05,2.692615637502865e-08
1030.0,298.15,101325.0,5.723500280339518e-10,5.228656083330793e-11,0.0,1.994689770822136e-05,2.6897708221320302e-08
1031.0,298.15,101325.0,5.71744804668985e-10,5.22312411616639e-11,0.0,1.9946869290164315e-05,2.686929016428053e-08
1032.0,298.15,101325.0,5.711402186965536e-10,5.2175980179295877e-11,0.0,1.9946840902172017e-05,2.684090217198314e-08
1033.0,298.15,101325.0,5.705362694864737e-10,5.2120777823600645e-11,0.0,1.9946812544212573e-05,2.6812544212535936e-08
1034.0,298.15,101325.0,5.699329564087397e-10,5.2065634032042516e-11,0.0,1.994678421625412e-05,2.6784216254080774e-08
1035.0,298.15,101325.0,5.693302788335318e-10,5.2010548742153195e-11,0.0,1.994675591826484e-05,2.6755918264793476e-08
1036.0,298.15,101325.0,5.687282361312167e-10,5.195552189153175e-11,0.0,1.994672765021293e-05,2.672765021288379e-08
1037.0,298.15,101325.0,5.681268276723549e-10,5.1900553417844515e-11,0.0,1.994669941206664e-05,2.669941206659537e-08
1038.0,298.15,101325.0,5.675260528277051e-10,5.184564325882501e-11,0.0,1.9946671203794247e-05,2.6671203794205735e-08
1039.0,298.15,101325.0,5.669259109682283e-10,5.1790791352273916e-11,0.0,1.9946643025364064e-05,2.6643025364026233e-08
1040.0,298.15,101325.0,5.663264014650919e-10,5.1735997636058894e-11,0.0,1.9946614876744442e-05,2.6614876744402e-08
