time,ENV.temperature,ENV.pressure,CONC.SOA1,CONC.SOA2,CONC.M,CONC.O3,CONC.a-pinene
91.0,298.15,101325.0,8.628637903314183e-10,1.3990655925476162e-10,0.0,1.999264568889466e-05,7.264568889465824e-08
92.0,298.15,101325.0,8.680561231263181e-10,1.3983646164548442e-10,0.0,1.9992568761184286e-05,7.256876118428918e-08
93.0,298.15,101325.0,8.731821483452563e-10,1.3976260551735416e-10,0.0,1.9992491915231426e-05,7.249191523142702e-08
94.0,298.15,101325.0,8.782425414339632e-10,1.3968518185833233e-10,0.0,1.9992415150948542e-05,7.241515094855597e-08
95.0,298.15,101325.0,8.832379711003565e-10,1.3960437233344217e-10,0.0,1.999233846824823e-05,7.233846824825522e-08
96.0,298.15,101325.0,8.881690993816022e-10,1.3952034973946267e-10,0.0,1.9992261867043174e-05,7.226186704319897e-08
97.0,298.15,101325.0,8.9303658171051e-10,1.3943327843744797e-10,0.0,1.9992185347246134e-05,7.218534724615606e-08
98.0,298.15,101325.0,8.978410669812641e-10,1.393433147641519e-10,0.0,1.9992108908769967e-05,7.210890876999019e-08
99.0,298.15,101325.0,9.025831976145051e-10,1.3925060742338708e-10,0.0,1.999203255152764e-05,7.20325515276595e-08
100.0,298.15,101325.0,9.072636096217612e-10,1.3915529785829768e-10,0.0,1.99919562754322e-05,7.195627543221663e-08
101.0,298.15,101325.0,9.118829326692373e-10,1.3905752060547548e-10,0.0,1.9991880080396796e-05,7.188008039680863e-08
102.0,298.15,101325.0,9.164417901409721e-10,1.3895740363180612e-10,0.0,1.9991803966334667e-05,7.180396633467675e-08
103.0,298.15,101325.0,9.20940799201366e-10,1.388550686548868e-10,0.0,1.9991727933159146e-05,7.172793315915651e-08
104.0,298.15,101325.0,9.253805708570842e-10,1.3875063144781715e-10,0.0,1.999165198078367e-05,7.165198078367738e-08
105.0,298.15,101325.0,9.297617100183488e-10,1.3864420212912492e-10,0.0,1.9991576109121758e-05,7.157610912176283e-08
106.0,298.15,101325.0,9.340848155596166e-10,1.385358854385523e-10,0.0,1.9991500318087025e-05,7.150031808703016e-08
107.0,298.15,101325.0,9.383504803796534e-10,1.3842578099939168e-10,0.0,1.999142460759318e-05,7.142460759319042e-08
108.0,298.15,101325.0,9.425592914610152e-10,1.3831398356802714e-10,0.0,1.9991348977554027e-05,7.13489775540483e-08
109.0,298.15,101325.0,9.467118299289305e-10,1.3820058327130586e-10,0.0,1.999127342788349e-05,7.127342788350196e-08
110.0,298.15,101325.0,9.508086711096035e-10,1.3808566583233223e-10,0.0,1.9991197958495535e-05,7.119795849554307e-08
111.0,298.15,101325.0,9.548503845879315e-10,1.3796931278525052e-10,0.0,1.9991122569304247e-05,7.112256930425656e-08
112.0,298.15,101325.0,9.588375342646524e-10,1.3785160167955186e-10,0.0,1.9991047260223806e-05,7.104726022382068e-08
113.0,298.15,101325.0,9.627706784129199e-10,1.3773260627441752e-10,0.0,1.9990972031168494e-05,7.097203116850663e-08
114.0,298.15,101325.0,9.666503697343195e-10,1.3761239672358373e-10,0.0,1.999089688205267e-05,7.089688205267878e-08
115.0,298.15,101325.0,9.704771554143234e-10,1.3749103975119032e-10,0.0,1.9990821812790782e-05,7.082181279079433e-08
116.0,298.15,101325.0,9.742515771771955e-10,1.373685988190534e-10,0.0,1.9990746823297398e-05,7.074682329740327e-08
117.0,298.15,101325.0,9.779741713403503e-10,1.3724513428577998e-10,0.0,1.999067191348715e-05,7.067191348714834e-08
118.0,298.15,101325.0,9.816454688681705e-10,1.3712070355812237e-10,0.0,1.9990597083274757e-05,7.059708327476487e-08
119.0,298.15,101325.0,9.852659954252884e-10,1.369953612349511e-10,0.0,1.9990522332575074e-05,7.052233257508066e-08
120.0,298.15,101325.0,9.88836271429338e-10,1.3686915924420587e-10,0.0,1.9990447661303016e-05,7.04476613030159e-08
121.0,298.15,101325.0,9.923568121031834e-10,1.3674214697316741e-10,0.0,1.9990373069373578e-05,7.037306937358309e-08
122.0,298.15,101325.0,9.958281275266247e-10,1.366143713923763e-10,0.0,1.9990298556701883e-05,7.029855670188687e-08
123.0,298.15,101325.0,9.992507226875881e-10,1.3648587717350773e-10,0.0,1.999022412320312e-05,7.022412320312405e-08
124.0,298.15,101325.0,1.0026250975328153e-09,1.3635670680149744e-10,0.0,1.9990149768792583e-05,7.014976879258334e-08
125.0,298.15,101325.0,1.0059517470180368e-09,1.362269006811995e-10,0.0,1.9990075493385652e-05,7.007549338564542e-08
126.0,298.15,101325.0,1.0092311611576548e-09,1.3609649723884188e-10,0.0,1.9990001296897783e-05,7.000129689778263e-08
127.0,298.15,101325.0,1.0124638250739272e-09,1.3596553301853456e-10,0.0,1.998992717924457e-05,6.992717924455902e-08
128.0,298.15,101325.0,1.0156502190456646e-09,1.3583404277407025e-10,0.0,1.998985314034164e-05,6.985314034163029e-08
129.0,298.15,101325.0,1.018790818556441e-09,1.3570205955624816e-10,0.0,1.998977918010476e-05,6.97791801047435e-08
130.0,298.15,101325.0,1.0218860943423242e-09,1.355696147959393e-10,0.0,1.9989705298449758e-05,6.97052984497372e-08
131.0,298.15,101325.0,1.0249365124391343e-09,1.354367383830998e-10,0.0,1.998963149529256e-05,6.963149529254108e-08
132.0,298.15,101325.0,1.0279425342292305e-09,1.353034587419316e-10,0.0,1.9989557770549194e-05,6.955777054917605e-08
133.0,298.15,101325.0,1.0309046164878303e-09,1.3516980290237682e-10,0.0,1.9989484124135767e-05,6.948412413575416e-08
134.0,298.15,101325.0,1.0338232114288708e-09,1.350357965681259e-10,0.0,1.9989410555968496e-05,6.941055596847827e-08
135.0,298.15,101325.0,1.0366987667504105e-09,1.34901464181308e-10,0.0,1.9989337065963663e-05,6.933706596364216e-08
136.0,298.15,101325.0,1.0395317256795828e-09,1.3476682898402742e-10,0.0,1.9989263654037653e-05,6.926365403763049e-08
137.0,298.15,101325.0,1.0423225270171003e-09,1.346319130768984e-10,0.0,1.998919032010694e-05,6.91903201069184e-08
138.0,298.15,101325.0,1.0450716051813174e-09,1.34496737474725e-10,0.0,1.9989117064088086e-05,6.911706408807168e-08
139.0,298.15,101325.0,1.0477793902518503e-09,1.3436132215946547e-10,0.0,1.9989043885897762e-05,6.90438858977466e-08
140.0,298.15,101325.0,1.0504463080127707e-09,1.3422568613061377e-10,0.0,1.9988970785452716e-05,6.89707854526897e-08
141.0,298.15,101325.0,1.0530727799953603e-09,1.3408984745312374e-10,0.0,1.9988897762669763e-05,6.889776266973787e-08
142.0,298.15,101325.0,1.055659223520449e-09,1.3395382330299605e-10,0.0,1.9988824817465853e-05,6.882481746581807e-08
143.0,298.15,101325.0,1.058206051740325e-09,1.338176300106416e-10,0.0,1.9988751949757986e-05,6.875194975794741e-08
144.0,298.15,101325.0,1.0607136736802322e-09,1.3368128310213046e-10,0.0,1.9988679159463266e-05,6.867915946323288e-08
145.0,298.15,101325.0,1.0631824942794511e-09,1.3354479733842857e-10,0.0,1.9988606446498907e-05,6.86064464988714e-08
146.0,298.15,101325.0,1.0656129144319737e-09,1.3340818675272157e-10,0.0,1.9988533810782184e-05,6.853381078214952e-08
147.0,298.15,101325.0,1.0680053310267716e-09,1.3327146468591733e-10,0.0,1.9988461252230477e-05,6.846125223044355e-08
148.0,298.15,101325.0,1.070360136987667e-09,1.3313464382041764e-10,0.0,1.9988388770761256e-05,6.838877076121936e-08
149.0,298.15,101325.0,1.072677721312802e-09,1.3299773621224303e-10,0.0,1.9988316366292076e-05,6.831636629203218e-08
150.0,298.15,101325.0,1.0749584691137188e-09,1.3286075332159005e-10,0.0,1.9988244038740566e-05,6.824403874052672e-08
151.0,298.15,101325.0,1.077202761654049e-09,1.3272370604189896e-10,0.0,1.998817178802448e-05,6.81717880244369e-08
152.0,298.15,101325.0,1.079410976387819e-09,1.325866047275033e-10,0.0,1.998809961406163e-05,6.809961406158574e-08
153.0,298.15,101325.0,1.0815834869973744e-09,1.3244945921993145e-10,0.0,1.9988027516769935e-05,6.80275167698854e-08
154.0,298.15,101325.0,1.0837206634309259e-09,1.323122788729248e-10,0.0,1.9987955496067396e-05,6.795549606733691e-08
155.0,298.15,101325.0,1.0858228719397225e-09,1.3217507257623625e-10,0.0,1.998788355187209e-05,6.78835518720303e-08
156.0,298.15,101325.0,1.0878904751148553e-09,1.3203784877826784e-10,0.0,1.9987811684102205e-05,6.781168410214426e-08
157.0,298.15,101325.0,1.089923831923693e-09,1.3190061550760448e-10,0.0,1.998773989267601e-05,6.773989267594612e-08
158.0,298.15,101325.0,1.0919232977459571e-09,1.317633803934973e-10,0.0,1.9987668177511852e-05,6.766817751179187e-08
159.0,298.15,101325.0,1.0938892244094375e-09,1.3162615068534776e-10,0.0,1.9987596538528183e-05,6.759653852812594e-08
160.0,298.15,101325.0,1.0958219602253518e-09,1.3148893327124224e-10,0.0,1.9987524975643537e-05,6.752497564348106e-08
161.0,298.15,101325.0,1.097721850023354e-09,1.3135173469558186e-10,0.0,1.9987453488776533e-05,6.745348877647832e-08
162.0,298.15,101325.0,1.0995892351861925e-09,1.3121456117585293e-10,0.0,1.9987382077845884e-05,6.73820778458269e-08
163.0,298.15,101325.0,1.1014244536840282e-09,1.3107741861857933e-10,0.0,1.998731074277039e-05,6.731074277032407e-08
164.0,298.15,101325.0,1.1032278401084029e-09,1.3094031263449723e-10,0.0,1.9987239483468917e-05,6.72394834688552e-08
165.0,298.15,101325.0,1.1049997257058788e-09,1.3080324855298905e-10,0.0,1.9987168299860458e-05,6.716829986039335e-08
166.0,298.15,101325.0,1.1067404384113392e-09,1.3066623143581383e-10,0.0,1.998709719186406e-05,6.709719186399957e-08
167.0,298.15,101325.0,1.108450302880954e-09,1.3052926609016829e-10,0.0,1.9987026159398883e-05,6.702615939882237e-08
168.0,298.15,101325.0,1.1101296405248256e-09,1.3039235708111014e-10,0.0,1.9986955202384164e-05,6.695520238409798e-08
169.0,298.15,101325.0,1.1117787695393003e-09,1.3025550874337607e-10,0.0,1.998688432073922e-05,6.688432073915012e-08
170.0,298.15,101325.0,1.113398004938968e-09,1.3011872519262324e-10,0.0,1.9986813514383463e-05,6.681351438338987e-08
171.0,298.15,101325.0,1.1149876585883342e-09,1.2998201033612237e-10,0.0,1.9986742783236385e-05,6.674278323631561e-08
172.0,298.15,101325.0,1.116548039233185e-09,1.2984536788292932e-10,0.0,1.9986672127217586e-05,6.667212721751291e-08
173.0,298.15,101325.0,1.1180794525316328e-09,1.2970880135356084e-10,0.0,1.998660154624673e-05,6.660154624665446e-08
174.0,298.15,101325.0,1.1195822010848592e-09,1.2957231408919784e-10,0.0,1.9986531040243573e-05,6.653104024349994e-08
175.0,298.15,101325.0,1.1210565844675484e-09,1.294359092604406e-10,0.0,1.998646060912797e-05,6.646060912789594e-08
176.0,298.15,101325.0,1.1225028992580189e-09,1.2929958987563646e-10,0.0,1.998639025281985e-05,6.639025281977589e-08
177.0,298.15,101325.0,1.1239214390680534e-09,1.2916335878880125e-10,0.0,1.998631997123924e-05,6.631997123915987e-08
178.0,298.15,101325.0,1.1253124945724355e-09,1.2902721870715477e-10,0.0,1.998624976430623e-05,6.624976430615462e-08
179.0,298.15,101325.0,1.126676353538189e-09,1.2889117219828865e-10,0.0,1.9986179631941034e-05,6.617963194095346e-08
180.0,298.15,101325.0,1.1280133008535298e-09,1.2875522169698433e-10,0.0,1.9986109574063918e-05,6.610957406383607e-08
181.0,298.15,101325.0,1.1293236185565266e-09,1.286193695116987e-10,0.0,1.9986039590595255e-05,6.603959059516841e-08
182.0,298.15,101325.0,1.1306075858634767e-09,1.284836178307336e-10,0.0,1.9985969681455492e-05,6.596968145540279e-08
183.0,298.15,101325.0,1.1318654791970017e-09,1.2834796872810412e-10,0.0,1.9985899846565167e-05,6.589984656507758e-08
184.0,298.15,101325.0,1.1330975722138613e-09,1.2821242416912105e-10,0.0,1.998583008584489e-05,6.583008584481725e-08
185.0,298.15,101325.0,1.1343041358324903e-09,1.280769860157005e-10,0.0,1.9985760399215408e-05,6.576039921533217e-08
186.0,298.15,101325.0,1.1354854382602658e-09,1.279416560314151e-10,0.0,1.9985690786597496e-05,6.569078659741851e-08
187.0,298.15,101325.0,1.1366417450204952e-09,1.2780643588629865e-10,0.0,1.9985621247912034e-05,6.562124791195837e-08
188.0,298.15,101325.0,1.1377733189791435e-09,1.2767132716141637e-10,0.0,1.9985551783079984e-05,6.555178307991933e-08
189.0,298.15,101325.0,1.1388804203712915e-09,1.2753633135321216e-10,0.0,1.9985482392022418e-05,6.548239202235468e-08
190.0,298.15,101325.0,1.1399633068273261e-09,1.274014498776443e-10,0.0,1.9985413074660465e-05,6.541307466040313e-08
191.0,298.15,101325.0,1.1410222333988802e-09,1.2726668407411876e-10,0.0,1.9985343830915344e-05,6.53438309152887e-08
192.0,298.15,101325.0,1.1420574525845055e-09,1.2713203520923122e-10,0.0,1.9985274660708378e-05,6.527466070832077e-08
193.0,298.15,101325.0,1.1430692143550934e-09,1.2699750448032652e-10,0.0,1.9985205563960953e-05,6.520556396089391e-08
194.0,298.15,101325.0,1.1440577661790435e-09,1.268630930188837e-10,0.0,1.998513654059455e-05,6.513654059448773e-08
195.0,298.15,101325.0,1.1450233530471796e-09,1.2672880189373738e-10,0.0,1.9985067590530733e-05,6.506759053066688e-08
196.0,298.15,101325.0,1.145966217497419e-09,1.265946321141409e-10,0.0,1.998499871369115e-05,6.499871369108094e-08
197.0,298.15,101325.0,1.146886599639196e-09,1.2646058463268038e-10,0.0,1.998492990999754e-05,6.492990999746415e-08
198.0,298.15,101325.0,1.1477847371776448e-09,1.2632666034804666e-10,0.0,1.9984861179371714e-05,6.486117937163573e-08
199.0,298.15,101325.0,1.148660865437536e-09,1.2619286010767242e-10,0.0,1.998479252173559e-05,6.479252173549934e-08
200.0,298.15,101325.0,1.1495152173869815e-09,1.2605918471023947e-10,0.0,1.9984723937011128e-05,6.472393701104317e-08
201.0,298.15,101325.0,1.1503480236608978e-09,1.2592563490806564e-10,0.0,1.9984655425120434e-05,6.46554251203399e-08
202.0,298.15,101325.0,1.1511595125842411e-09,1.2579221140937334e-10,0.0,1.998458698598564e-05,6.458698598554653e-08
203.0,298.15,101325.0,1.151949910195007e-09,1.2565891488044866e-10,0.0,1.9984518619528996e-05,6.451861952890432e-08
204.0,298.15,101325.0,1.1527194402670018e-09,1.2552574594769506e-10,0.0,1.998445032567283e-05,6.445032567273867e-08
205.0,298.15,101325.0,1.1534683243323908e-09,1.253927051995863e-10,0.0,1.998438210433955e-05,6.438210433945909e-08
206.0,298.15,101325.0,1.1541967817040178e-09,1.2525979318852464e-10,0.0,1.9984313955451653e-05,6.431395545155895e-08
207.0,298.15,101325.0,1.1549050294975056e-09,1.2512701043260818e-10,0.0,1.998424587893172e-05,6.42458789316156e-08
208.0,298.15,101325.0,1.1555932826531347e-09,1.2499435741731203e-10,0.0,1.9984177874702405e-05,6.417787470229014e-08
209.0,298.15,101325.0,1.1562617539575042e-09,1.248618345970876e-10,0.0,1.9984109942686435e-05,6.410994268632733e-08
210.0,298.15,101325.0,1.1569106540649797e-09,1.2472944239688378e-10,0.0,1.998404208280666e-05,6.404208280655555e-08
211.0,298.15,101325.0,1.1575401915189248e-09,1.2459718121359386e-10,0.0,1.9983974294986e-05,6.397429498588672e-08
212.0,298.15,101325.0,1.1581505727727225e-09,1.2446505141743207e-10,0.0,1.9983906579147434e-05,6.390657914731612e-08
213.0,298.15,101325.0,1.1587420022105873e-09,1.243330533532426e-10,0.0,1.9983838935214035e-05,6.383893521392236e-08
214.0,298.15,101325.0,1.1593146821681708e-09,1.2420118734174519e-10,0.0,1.9983771363108978e-05,6.377136310886725e-08
215.0,298.15,101325.0,1.1598688129529621e-09,1.2406945368072004e-10,0.0,1.9983703862755503e-05,6.370386275539588e-08
216.0,298.15,101325.0,1.1604045928644843e-09,1.2393785264613408e-10,0.0,1.998363643407694e-05,6.363643407683619e-08
217.0,298.15,101325.0,1.1609222182142886e-09,1.238063844932133e-10,0.0,1.99835690769967e-05,6.356907699659912e-08
218.0,298.15,101325.0,1.1614218833457572e-09,1.2367504945746235e-10,0.0,1.9983501791438267e-05,6.350179143817857e-08
219.0,298.15,101325.0,1.161903780653696e-09,1.2354384775563437e-10,0.0,1.9983434577325238e-05,6.343457732515105e-08
220.0,298.15,101325.0,1.1623681006037455e-09,1.2341277958665342e-10,0.0,1.9983367434581267e-05,6.336743458117592e-08
