time.s,ENV.temperature.K,ENV.pressure.Pa,ENV.air number density.mol m-3,CONC.Ar.mol m-3.mol m-3,CONC.CO2.mol m-3.mol m-3,CONC.H2O.mol m-3.mol m-3,CONC.N2.mol m-3.mol m-3,CONC.O.mol m-3.mol m-3,CONC.O1D.mol m-3.mol m-3,CONC.O2.mol m-3.mol m-3,CONC.O3.mol m-3.mol m-3
3180.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3240.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3300.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3360.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3420.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3480.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3540.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3600.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16199999996420433,6.430035797082595e-06
3660.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.21371843999025e-11,5.018075665864078e-19,0.16200000000699802,6.429996555574392e-06
3720.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213714887955132e-11,5.01807011943944e-19,0.1620000000176584,6.429989448671813e-06
3780.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213711335931148e-11,5.018064573030822e-19,0.16200000002831874,6.429982341789756e-06
3840.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213707783917425e-11,5.018059026638226e-19,0.16200000003897905,6.429975234928225e-06
3900.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213704231913953e-11,5.0180534802616425e-19,0.16200000004963935,6.429968128087214e-06
3960.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2137006799207544e-11,5.018047933901079e-19,0.16200000006029958,6.4299610212667275e-06
4020.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213697127937797e-11,5.018042387556536e-19,0.1620000000709598,6.429953914466765e-06
4080.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136935759651015e-11,5.018036841227996e-19,0.16200000008162002,6.429946807687325e-06
4140.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213690024002667e-11,5.018031294915481e-19,0.1620000000922802,6.429939700928405e-06
4200.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.21368647205049e-11,5.018025748618987e-19,0.1620000001029403,6.429932594190009e-06
4260.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213682920108564e-11,5.018020202338505e-19,0.16200000011360038,6.429925487472135e-06
4320.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213679368176899e-11,5.018014656074041e-19,0.16200000012426044,6.429918380774785e-06
4380.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213675816255492e-11,5.018009109825588e-19,0.16200000013492044,6.429911274097956e-06
4440.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213672264344345e-11,5.018003563593162e-19,0.16200000014558044,6.429904167441651e-06
4500.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213668712443452e-11,5.0179980173767505e-19,0.1620000001562404,6.429897060805868e-06
4560.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136651605528156e-11,5.017992471176346e-19,0.16200000016690033,6.429889954190606e-06
4620.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136616086724294e-11,5.017986924991963e-19,0.16200000017756022,6.429882847595866e-06
4680.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213658056802318e-11,5.017981378823596e-19,0.16200000018822008,6.429875741021649e-06
4740.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213654504942451e-11,5.017975832671246e-19,0.16200000019887995,6.429868634467955e-06
4800.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213650953092838e-11,5.017970286534916e-19,0.16200000020953975,6.429861527934783e-06
4860.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136474012534906e-11,5.017964740414592e-19,0.16200000022019956,6.429854421422131e-06
4920.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213643849424396e-11,5.017959194310288e-19,0.16200000023085934,6.42984731493e-06
4980.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136402976055644e-11,5.017953648222007e-19,0.1620000002415191,6.429840208458392e-06
5040.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213636745796979e-11,5.017948102149733e-19,0.16200000025217884,6.429833102007305e-06
5100.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213633193998658e-11,5.017942556093478e-19,0.16200000026283853,6.429825995576739e-06
5160.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136296422105826e-11,5.017937010053236e-19,0.16200000027349817,6.4298188891666944e-06
5220.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136260904327746e-11,5.017931464029011e-19,0.16200000028415779,6.429811782777169e-06
5280.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213622538665225e-11,5.017925918020802e-19,0.16200000029481737,6.429804676408168e-06
5340.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136189869079225e-11,5.017920372028605e-19,0.16200000030547693,6.4297975700596855e-06
5400.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213615435160881e-11,5.017914826052426e-19,0.16200000031613643,6.429790463731725e-06
5460.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213611883424096e-11,5.017909280092258e-19,0.16200000032679593,6.429783357424285e-06
5520.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213608331697571e-11,5.017903734148109e-19,0.16200000033745537,6.429776251137367e-06
5580.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136047799813e-11,5.017898188219981e-19,0.1620000003481148,6.429769144870968e-06
5640.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2136012282752897e-11,5.017892642307858e-19,0.16200000035877415,6.429762038625093e-06
5700.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135976765795263e-11,5.017887096411754e-19,0.16200000036943354,6.429754932399737e-06
5760.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213594124894034e-11,5.017881550531667e-19,0.1620000003800929,6.4297478261949015e-06
5820.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213590573218781e-11,5.017876004667599e-19,0.1620000003907522,6.429740720010588e-06
5880.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213587021553787e-11,5.017870458819541e-19,0.16200000040141155,6.429733613846793e-06
5940.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213583469899055e-11,5.017864912987491e-19,0.16200000041207077,6.429726507703517e-06
6000.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135799182545827e-11,5.017859367171463e-19,0.16200000042272997,6.429719401580764e-06
6060.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213576366620363e-11,5.017853821371447e-19,0.16200000043338914,6.429712295478528e-06
6120.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135728149963923e-11,5.0178482755874445e-19,0.1620000004440483,6.429705189396809e-06
6180.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135692633826776e-11,5.017842729819457e-19,0.16200000045470742,6.429698083335612e-06
6240.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135657117792256e-11,5.017837184067493e-19,0.16200000046536653,6.4296909772949346e-06
6300.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.21356216018603e-11,5.017831638331525e-19,0.16200000047602564,6.429683871274778e-06
6360.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213558608603084e-11,5.017826092611587e-19,0.1620000004866847,6.429676765275142e-06
6420.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135550570303934e-11,5.017820546907659e-19,0.1620000004973437,6.429669659296027e-06
6480.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213551505467962e-11,5.017815001219739e-19,0.16200000050800273,6.42966255333743e-06
6540.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213547953915793e-11,5.017809455547833e-19,0.16200000051866167,6.429655447399352e-06
6600.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135444023738744e-11,5.017803909891952e-19,0.1620000005293206,6.429648341481796e-06
6660.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213540850842213e-11,5.017798364252092e-19,0.16200000053997948,6.429641235584759e-06
6720.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135372993208003e-11,5.017792818628224e-19,0.16200000055063835,6.4296341297082405e-06
6780.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.21353374780965e-11,5.017787273020388e-19,0.16200000056129715,6.429627023852244e-06
6840.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135301963087576e-11,5.017781727428552e-19,0.1620000005719559,6.429619918016761e-06
6900.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213526644818121e-11,5.017776181852735e-19,0.16200000058261466,6.429612812201798e-06
6960.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213523093337735e-11,5.017770636292927e-19,0.16200000059327335,6.4296057064073555e-06
7020.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213519541867595e-11,5.017765090749137e-19,0.16200000060393205,6.429598600633431e-06
7080.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.2135159904077276e-11,5.017759545221371e-19,0.16200000061459066,6.429591494880026e-06
7140.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213512438958113e-11,5.017753999709611e-19,0.16200000062524925,6.429584389147139e-06
7200.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,3.213508887518753e-11,5.017748454213861e-19,0.1620000006359078,6.4295772834347686e-06
7260.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7320.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7380.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7440.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7500.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7560.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7620.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7680.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7740.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7800.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7860.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7920.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
7980.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8040.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8100.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8160.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8220.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8280.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8340.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8400.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8460.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8520.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8580.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8640.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8700.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8760.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8820.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8880.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
8940.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9000.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9060.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9120.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9180.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9240.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9300.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9360.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9420.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9480.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9540.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9600.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9660.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9720.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9780.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9840.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9900.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
9960.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10020.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10080.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10140.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10200.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10260.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10320.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10380.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10440.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10500.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10560.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10620.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10680.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10740.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10800.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
10860.0,217.6,1394.3,0.7706605911584233,0.00771,0.000308,0.0231,0.601,0.0,0.0,0.16200000060377662,6.42960941588915e-06
