time.s,ENV.temperature.K,ENV.pressure.hPa,CONC.CH2O.mol m-3,CONC.H2O.mol m-3,CONC.ISOP.mol m-3,CONC.NH3.mol m-3,CONC.O3.mol m-3,CONC.SO2.mol m-3,CONC.N2.mol m-3,CONC.O2.mol m-3,CONC.Ar.mol m-3
0.0,292.55377197265625,887.4999582767487,2.7691413307841264e-10,0.009396082221632848,1.365436804870821e-10,2.348697582103499e-11,1.6312214678156914e-08,3.474812466823536e-11,0.2848987259286697,0.07642396282595558,0.0034078096667355343
