time.s,ENV.temperature.K,ENV.pressure.Pa,CONC.ISOPB02,CONC.O3.ppmv,CONC.N2.mol m-3,CONC.O2.mol m-3,CONC.Ar.mol m-3
0.0,283.9666442871094,93639.3203125,2.0050514649483375e-05,0.02670661173760891,30.968401656817974,8.307260656520022,0.3704278360159314
