time,ENV.temperature,ENV.pressure,CONC.irr__17773fe3-c1f6-4015-87e2-f20278517a59,CONC.irr__427192a6-365c-4d22-9174-8ad91126afab,CONC.irr__f6bf24e9-1b52-497b-b50c-74eaccc28120,CONC.H2O,CONC.Ar,CONC.CO2,CONC.N2,CONC.irr__d41171b4-5f9b-4c24-9f0c-4a5bc0041ebc,CONC.O1D,CONC.M,CONC.O2,CONC.O3,CONC.irr__071b97cd-d37e-41e1-9ff1-308e3179f910,CONC.irr__93f71f99-b360-451d-b698-cc7f7cfe061b,CONC.irr__1fce6ca9-960d-4ef9-9435-b5e4ef3f1534,CONC.O
134400.0,206.6374207,6152.049805,0.0,2.595239999998983e-24,5.9389199999976715e-18,1.19e-05,0.0334,0.00146,0.0,0.0,1.1120640047584216e-33,0.0,0.75,8.099999999993455e-06,6.085774330044502e-19,2.595239998888368e-24,0.0,5.33034516223322e-18
134600.0,206.6374207,6152.049805,1.0034999999999999e-44,2.847959999986142e-19,7.581599999963105e-17,1.19e-05,0.0334,0.00146,0.0,0.0,2.440709763230388e-28,0.0,0.75,8.099999999919863e-06,4.040414246804759e-18,2.8479599975844644e-19,0.0,7.206038175258084e-17
134800.0,206.6374207,6152.049805,9.180000000000002e-27,5.861159999790841e-18,5.345999999809224e-16,1.19e-05,0.0334,0.00146,0.0,0.0,2.511515336406519e-27,0.0,0.7500000000000007,8.099999999404158e-06,5.5382514269651857e-17,5.861159997577398e-18,0.0,4.8507864572691e-16
135000.0,206.6374207,6152.049805,2.2950000000000033e-22,4.024079999452122e-17,2.0217599997247364e-15,1.19e-05,0.0334,0.00146,0.0,0.0,1.7243239619518528e-26,0.0,0.7500000000000023,8.099999997726698e-06,2.112988362082784e-16,4.024079998508576e-17,0.0,1.8507024224937363e-15
135200.0,206.6374207,6152.049805,1.4445000000000146e-20,1.9925999981787374e-16,1.4093999987117899e-14,1.19e-05,0.0334,0.00146,0.0,0.0,1.7076638243596711e-25,0.0,0.7500000000000159,8.099999984947873e-06,7.588725873608571e-16,1.992600001600441e-16,0.0,1.3534416289404151e-14
135400.0,206.6374207,6152.049805,7.650000000000537e-20,1.1080799932411505e-15,9.127079944328428e-14,1.19e-05,0.0334,0.00146,0.0,0.0,4.748138387585638e-25,0.0,0.7500000000001115,8.09999989815479e-06,9.466328816874566e-15,1.1080800023983344e-15,0.0,8.291270361917604e-14
135600.0,206.6374207,6152.049805,1.7640000000003655e-19,3.460319937692949e-15,2.6924399515195144e-13,1.19e-05,0.0334,0.00146,0.0,0.0,1.4827519513095468e-24,0.0,0.7500000000003286,8.099999699350904e-06,2.7944783134118508e-14,3.4603200250036266e-15,0.0,2.4475988475404324e-13
135800.0,206.6374207,6152.049805,6.390000000004492e-19,1.662119895438153e-14,9.67139939158457e-13,1.19e-05,0.0334,0.00146,0.0,0.0,1.4244413519976097e-23,0.0,0.7500000000010884,8.099998964008035e-06,5.2230826079990734e-14,1.6621201884995068e-14,0.0,9.315315900186029e-13
136000.0,206.6374207,6152.049805,3.744000000013049e-18,8.845197319987933e-14,4.50035863643342e-12,1.19e-05,0.0334,0.00146,0.0,0.0,3.7901783231067907e-23,0.0,0.750000000005529,8.099994940960943e-06,4.702284475564922e-13,8.845201135467313e-14,0.0,4.118589650038906e-12
136200.0,206.6374207,6152.049805,1.0080000000075968e-17,2.1286786052750204e-13,9.710273637761397e-12,1.19e-05,0.0334,0.00146,0.0,0.0,9.121411539570391e-23,0.0,0.7500000000119567,8.099989060005954e-06,1.0168525478766152e-12,2.12868059197688e-13,0.0,8.906309110321067e-12
136400.0,206.6374207,6152.049805,2.7045000000391423e-17,4.73363386919474e-13,1.978017438154269e-11,1.19e-05,0.0334,0.00146,0.0,0.0,4.0567321665165094e-22,0.0,0.750000000022404,8.099978671141033e-06,1.0753211952827025e-12,4.733651131791038e-13,0.0,1.917827066277379e-11
136600.0,206.6374207,6152.049805,1.071000000061705e-16,1.7884710423305233e-12,7.40660290356445e-11,1.19e-05,0.0334,0.00146,0.0,0.0,7.663582931755048e-22,0.0,0.7500000000914,8.099916372498726e-06,7.773001199875147e-12,1.7884838070476053e-12,0.0,6.80817130773335e-11
136800.0,206.6374207,6152.049805,1.9800000002065619e-16,3.21729082172598e-12,1.3413478350398347e-10,1.19e-05,0.0334,0.00146,0.0,0.0,1.3786003899368994e-21,0.0,0.7500000001655013,8.099848573165806e-06,1.4074759869116009e-11,3.2173324018966203e-12,0.0,1.2327771045521486e-10
137000.0,206.6374207,6152.049805,1.3680000123495435e-15,4.1859356183642724e-12,1.2625791888337711e-08,1.19e-05,0.0334,0.00146,0.0,0.0,3.584363879945845e-21,0.0,0.7500000139700574,8.086699981730628e-06,6.700404454137494e-10,4.195460343504803e-12,0.0,1.1959940114538766e-08
137200.0,206.6374207,6152.049805,3.3750001116671634e-15,1.2502730496072878e-11,4.351725575764899e-08,1.19e-05,0.0334,0.00146,0.0,0.0,5.3410680610745976e-21,0.0,0.7500000524271303,8.052021553947443e-06,4.448687564409917e-09,1.2554035157036046e-11,0.0,3.908107767373005e-08
137400.0,206.6374207,6152.049805,4.653000230504822e-15,1.7710983211434387e-11,6.513383443330788e-08,1.19e-05,0.0334,0.00146,0.0,0.0,7.554446900299318e-21,0.0,0.7500000784505969,8.028198926454273e-06,6.649528129208465e-09,1.781985838807701e-11,0.0,5.850202659330376e-08
137600.0,206.6374207,6152.049805,4.041000152236461e-15,1.6662033616345995e-11,5.265008878188403e-08,1.19e-05,0.0334,0.00146,0.0,0.0,1.4229625076370792e-20,0.0,0.7500000582410362,8.0445461044594e-06,2.7871447250941727e-09,1.6820298828192064e-11,0.0,4.987961417239227e-08
137800.0,206.6374207,6152.049805,1.0080000873639021e-14,4.437501035648003e-11,1.1384794776610227e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.886234703369333e-20,0.0,0.7500001370704796,7.974518593678509e-06,1.1589083545031265e-08,4.485285958526437e-11,0.0,1.023032593914104e-07
138000.0,206.6374207,6152.049805,1.2690001181148694e-14,6.209012829927383e-11,1.222317449635658e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.6376654800010833e-20,0.0,0.7500001471687855,7.96526868341212e-06,1.2437481496013562e-08,6.280831974958023e-11,0.0,1.0985637897582741e-07
138200.0,206.6374207,6152.049805,9.495000514145991e-15,5.803736962495553e-11,7.560915056840462e-08,1.19e-05,0.0334,0.00146,0.0,0.0,4.9488827627525243e-20,0.0,0.7500000836644325,8.02033418524583e-06,3.998626816132827e-09,5.882987966786453e-11,0.0,7.166858011184828e-08
138400.0,206.6374207,6152.049805,2.3310002955864592e-14,1.6149503530686692e-10,1.66325467166492e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.838846981231724e-20,0.0,0.7500002002577743,7.91662762017784e-06,1.688541762036002e-08,1.6404287157361813e-10,0.0,1.496015912013763e-07
138600.0,206.6374207,6152.049805,2.6910003727200408e-14,2.074227262707484e-10,1.815928351076439e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.774089555927594e-20,0.0,0.7500002186419739,7.899778870888277e-06,1.842087127780404e-08,2.1099848247960393e-10,0.0,1.6337944037603033e-07
138800.0,206.6374207,6152.049805,1.7370001315139392e-14,1.6315485081188e-10,1.0557663508838099e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.3884342418382335e-19,0.0,0.7500001168945081,7.988682842448589e-06,5.5773676122143696e-09,1.6627073611093888e-10,0.0,1.001624570668423e-07
139000.0,206.6374207,6152.049805,3.8970006610796984e-14,3.926392607083149e-10,2.221169874394272e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.6560121277736635e-19,0.0,0.7500002674860582,7.855002138188339e-06,2.248823511152758e-08,4.0093815215933565e-10,0.0,2.000214695284555e-07
139200.0,206.6374207,6152.049805,4.329000772544749e-14,4.669723154552248e-10,2.3356558129765913e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.9678789221014608e-19,0.0,0.7500002813038578,7.842331772546514e-06,2.363567384037145e-08,4.773586187630945e-10,0.0,2.1039696635256167e-07
139400.0,206.6374207,6152.049805,2.6100002398298916e-14,3.1908594136128657e-10,1.279558725005387e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.711286897732501e-19,0.0,0.7500001417879479,7.964968533802476e-06,6.756507755625862e-09,3.264830054399621e-10,0.0,1.2151850288600783e-07
139600.0,206.6374207,6152.049805,5.670001138823136e-14,7.229468241812599e-10,2.6254429905217225e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.0401218896638255e-19,0.0,0.7500003163456006,7.810193548480697e-06,2.6539205642952802e-08,7.41057991763782e-10,0.0,2.3672815363311928e-07
139800.0,206.6374207,6152.049805,6.147001273749752e-14,8.198957605011575e-10,2.707507695073344e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.4457241856978854e-19,0.0,0.7500003262943806,7.801067446236054e-06,2.736188849611678e-08,8.410911445890831e-10,0.0,2.442088997113996e-07
140000.0,206.6374207,6152.049805,3.5550003686263237e-14,5.200085374461391e-10,1.4418681168853773e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.413645867015675e-19,0.0,0.7500001599351549,7.947678994775353e-06,7.614184998666724e-09,5.336137348345641e-10,0.0,1.3709270632688318e-07
140200.0,206.6374207,6152.049805,7.605001703234328e-14,1.1436714707399482e-09,2.922661974071528e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.798776024495886e-19,0.0,0.7500003524526767,7.7770686892168e-06,2.9521441905312065e-08,1.1756448368916777e-09,0.0,2.638885790721349e-07
140400.0,206.6374207,6152.049805,8.11800185857354e-14,1.2670083217569282e-09,2.9863671935161565e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.313763956201166e-19,0.0,0.7500003602284487,7.769933871220387e-06,3.0162401106238526e-08,1.3032239985341322e-09,0.0,2.6974148892663994e-07
140600.0,206.6374207,6152.049805,4.545000512173146e-14,7.649457074986067e-10,1.5645978196129053e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.487099793018585e-19,0.0,0.7500001737574298,7.934508898547557e-06,8.266373783655738e-09,7.866980670038479e-10,0.0,1.4895844478449494e-07
140800.0,206.6374207,6152.049805,9.540002301223374e-14,1.6462660614091412e-09,3.142484011510192e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.896261253332526e-19,0.0,0.7500003793714392,7.752366899017013e-06,3.173843377055638e-08,1.695865955879011e-09,0.0,2.8415642424122844e-07
141000.0,206.6374207,6152.049805,1.0080002467286211e-13,1.778927596003148e-09,3.1874196808385817e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.449453929674024e-19,0.0,0.7500003849083385,7.747285332652878e-06,3.219377166726551e-08,1.8333203294910867e-09,0.0,2.883273256119003e-07
141200.0,206.6374207,6152.049805,5.5350006608386126e-14,1.0433495830719527e-09,1.6550409225078048e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.842519449404645e-19,0.0,0.750000184050225,7.924701138901436e-06,8.75141926471166e-09,1.0747860992114718e-09,0.0,1.5779613326826973e-07
141400.0,206.6374207,6152.049805,1.152000293495675e-13,2.224056698740469e-09,3.313169660501031e-07,1.19e-05,0.0334,0.00146,0.0,0.0,9.304569984132625e-19,0.0,0.7500004004885119,7.73298517501133e-06,3.347380223982561e-08,2.2948625055947312e-09,0.0,3.000674509081462e-07
141600.0,206.6374207,6152.049805,1.2060003110508752e-13,2.384964307217894e-09,3.3525471772111425e-07,1.19e-05,0.0334,0.00146,0.0,0.0,9.974733558126205e-19,0.0,0.7500004053921548,7.728484021417245e-06,3.387629655442329e-08,2.4618396627352443e-09,0.0,3.0376362667297354e-07
141800.0,206.6374207,6152.049805,6.570000823684076e-14,1.3887783823540996e-09,1.7346947251754753e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.1763450752138196e-18,0.0,0.7500001932248507,7.915958416279624e-06,9.183332820473334e-09,1.432720954195888e-09,0.0,1.656750494782684e-07
142000.0,206.6374207,6152.049805,1.3770003675909654e-13,2.933708853600172e-09,3.4645772372540674e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.2259147965716826e-18,0.0,0.7500004194495653,7.715579432186685e-06,3.502913523431024e-08,3.0316138693645227e-09,0.0,3.1436257274354424e-07
142200.0,206.6374207,6152.049805,1.4310003861421227e-13,3.132279569653979e-09,3.5001895345005176e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.3085288770320001e-18,0.0,0.7500004239462768,7.711451174023371e-06,3.539759295692471e-08,3.2379536890692225e-09,0.0,3.177539262615498e-07
142400.0,206.6374207,6152.049805,7.785001018830543e-14,1.8011505338338264e-09,1.807019883040079e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.5248486389816015e-18,0.0,0.7500002016635318,7.907916625828912e-06,9.580235333244018e-09,1.8606452964850349e-09,0.0,1.729230592030932e-07
142600.0,206.6374207,6152.049805,1.6200004507288987e-13,3.784377191745234e-09,3.602746055850694e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.5796733375488563e-18,0.0,0.7500004369898461,7.699475504514744e-06,3.6465512708436156e-08,3.916057801583581e-09,0.0,3.2759379406688906e-07
142800.0,206.6374207,6152.049805,1.6830004728279058e-13,4.0205184899603886e-09,3.635696079870621e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.6778051878060011e-18,0.0,0.7500004412117562,7.695598974465582e-06,3.6810899057396424e-08,4.161794705885027e-09,0.0,3.307795640180427e-07
143000.0,206.6374207,6152.049805,9.090001236714475e-14,2.2851872380342133e-09,1.8741703888807238e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.9336877427058933e-18,0.0,0.7500002096094143,7.900344134172082e-06,9.953639701814444e-09,2.3636636976017685e-09,0.0,1.7974876822238316e-07
143200.0,206.6374207,6152.049805,1.8900005460051763e-13,4.775714639784624e-09,3.73146294104886e-07,1.19e-05,0.0334,0.00146,0.0,0.0,1.9914329280259173e-18,0.0,0.7500004535629218,7.684257440506566e-06,3.7820550748762435e-08,4.948322819436087e-09,0.0,3.40101835994026e-07
143400.0,206.6374207,6152.049805,1.9620005719003348e-13,5.049335606631993e-09,3.7624750072524743e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.1050040937310306e-18,0.0,0.7500004575967336,7.680553117071028e-06,3.8150046597089594e-08,5.2334903404859435e-09,0.0,3.431471821327992e-07
143600.0,206.6374207,6152.049805,1.0575001491234399e-13,2.840803125289473e-09,1.937552496449545e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.402715265741153e-18,0.0,0.7500002172177256,7.89309305779723e-06,1.0310889432520315e-08,2.9419248309844197e-09,0.0,1.862853748353508e-07
143800.0,206.6374207,6152.049805,2.196000656897564e-13,5.907377103913351e-09,3.8532287202847884e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.4608968383689846e-18,0.0,0.7500004694680789,7.669650726022668e-06,3.9119024844929495e-08,6.128535267844552e-09,0.0,3.5211166348513303e-07
144000.0,206.6374207,6152.049805,2.2860006895547844e-13,6.208925659533713e-09,3.8828027712481886e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.58589022545374e-18,0.0,0.7500004733622728,7.666074147925747e-06,3.943664928990147e-08,6.443343122810609e-09,0.0,3.550530106920034e-07
144200.0,206.6374207,6152.049805,1.219500177498235e-13,3.434423246010202e-09,1.9945940636060475e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.903547983111212e-18,0.0,0.75000022416766,7.886469194324178e-06,1.0636976069207694e-08,3.560613935556795e-09,0.0,1.9225709743453924e-07
144400.0,206.6374207,6152.049805,2.5110007731838254e-13,7.028415993069552e-09,3.956118469660264e-07,1.19e-05,0.0334,0.00146,0.0,0.0,2.925418589946205e-18,0.0,0.750000483100945,7.657129270411215e-06,4.0230466629688766e-08,7.299353764112738e-09,0.0,3.624102985266365e-07
144600.0,206.6374207,6152.049805,2.583000800199519e-13,7.292057250051472e-09,3.977840874706094e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.0346034694454402e-18,0.0,0.7500004860109387,7.654456329334449e-06,4.0467525944886706e-08,7.574889181784642e-09,0.0,3.6460913537289966e-07
144800.0,206.6374207,6152.049805,1.3725002047027875e-13,3.970355789796012e-09,2.039161307315304e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.3554985836538857e-18,0.0,0.7500002296769486,7.881218213789253e-06,1.0895299689421628e-08,4.119848785804103e-09,0.0,1.9699146132859036e-07
145000.0,206.6374207,6152.049805,2.8260008911836824e-13,8.101404753542585e-09,4.041891980936635e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.3696051717426323e-18,0.0,0.7500004946286893,7.646540212673462e-06,4.116918447932337e-08,8.421326820326678e-09,0.0,3.7112198356469135e-07
145200.0,206.6374207,6152.049805,2.9160009249165563e-13,8.38362243153893e-09,4.062890573192023e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.486368943292266e-18,0.0,0.7500004974738097,7.643926609413659e-06,4.140071083560152e-08,8.716637128732424e-09,0.0,3.7327255211183837e-07
145400.0,206.6374207,6152.049805,1.5480002363284483e-13,4.544317095314939e-09,2.082299088591923e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.839296907120801e-18,0.0,0.750000235070141,7.87607773897661e-06,1.1148035068886387e-08,4.719467890895052e-09,0.0,2.0162650048182884e-07
145600.0,206.6374207,6152.049805,3.1860010279058925e-13,9.248659517290048e-09,4.1249115917588764e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.844073316543149e-18,0.0,0.7500005059138397,7.636173011631317e-06,4.208716967550812e-08,9.622413426542842e-09,0.0,3.7965328621403125e-07
145800.0,206.6374207,6152.049805,3.2850010657434944e-13,9.539982168313013e-09,4.1452922716161923e-07,1.19e-05,0.0334,0.00146,0.0,0.0,3.964468557968779e-18,0.0,0.7500005086954624,7.633617499927364e-06,4.231329074269933e-08,9.927678356867902e-09,0.0,3.817565755834816e-07
146000.0,206.6374207,6152.049805,1.7505002732648173e-13,5.127532577715151e-09,2.1242073606113136e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.330621216745088e-18,0.0,0.7500002403375715,7.871056992493224e-06,1.1394738867934894e-08,5.3296233704948955e-09,0.0,2.0615387986663564e-07
146200.0,206.6374207,6152.049805,3.6180011932041666e-13,1.0479486142205706e-08,4.205559403544746e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.352628357589905e-18,0.0,0.7500005170132713,7.625975470177808e-06,4.298910332550998e-08,1.0912492722008338e-08,0.0,3.880470467670566e-07
146400.0,206.6374207,6152.049805,3.735001238311921e-13,1.076102928844033e-08,4.2253936661011026e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.468810519773214e-18,0.0,0.7500005197174204,7.623490905160564e-06,4.3208698940892916e-08,1.1208050509386476e-08,0.0,3.900924439534366e-07
146600.0,206.6374207,6152.049805,1.998000318742279e-13,5.796621728864551e-09,2.16502863453797e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.894135721048669e-18,0.0,0.7500002455795125,7.866060401269692e-06,1.1640113547652229e-08,6.030103877838632e-09,0.0,2.1065977123017893e-07
146800.0,206.6374207,6152.049805,4.1400013943356793e-13,1.1699460759910578e-08,4.284144394250253e-07,1.19e-05,0.0334,0.00146,0.0,0.0,4.856046090820612e-18,0.0,0.7500005278512625,7.6160172116460645e-06,4.3868888169002334e-08,1.219325692509504e-08,0.0,3.962458400113563e-07
147000.0,206.6374207,6152.049805,4.2840014504585815e-13,1.2074932845450475e-08,4.303468331953408e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.011026643622385e-18,0.0,0.7500005306060783,7.613485863494528e-06,4.409237046468182e-08,1.2587301527617447e-08,0.0,3.983302523713885e-07
147200.0,206.6374207,6152.049805,2.3040003752919127e-13,6.465333294886597e-09,2.2049085320734817e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.456999925524247e-18,0.0,0.750000250716881,7.861163351089841e-06,1.1880462407924727e-08,6.731240390211134e-09,0.0,2.15076184888928e-07
147400.0,206.6374207,6152.049805,4.78800164575722e-13,1.3012266402388881e-08,4.360863072011031e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.397316680321754e-18,0.0,0.750000538575158,7.606162895004197e-06,4.4738531392308055e-08,1.3572907665530802e-08,0.0,4.0436099980611583e-07
147600.0,206.6374207,6152.049805,4.977001719419705e-13,1.3387330958451025e-08,4.379769027733691e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.551946311434166e-18,0.0,0.7500005412790631,7.603678102569112e-06,4.495766369906956e-08,1.3967100512385318e-08,0.0,4.064075654275425e-07
147800.0,206.6374207,6152.049805,2.655000440429398e-13,7.085988883952926e-09,2.2403119909469493e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.979158825346425e-18,0.0,0.7500002553071335,7.85678770647565e-06,1.2095105545705506e-08,7.382800186056262e-09,0.0,2.1902261342705118e-07
148000.0,206.6374207,6152.049805,5.454001905109146e-13,1.413667710431432e-08,4.421943173778115e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.86053076162985e-18,0.0,0.7500005472060716,7.598231194159505e-06,4.543781135837118e-08,1.4755772669778852e-08,0.0,4.1089427391827523e-07
148200.0,206.6374207,6152.049805,5.607001964780787e-13,1.4417970784559709e-08,4.433526016252112e-07,1.19e-05,0.0334,0.00146,0.0,0.0,5.9764993671631105e-18,0.0,0.7500005489238493,7.596652508757369e-06,4.557691883285982e-08,1.5051417769314763e-08,0.0,4.1219477497132746e-07
148400.0,206.6374207,6152.049805,2.961000497325578e-13,7.563347251462178e-09,2.26427468994217e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.380700992876667e-18,0.0,0.7500002584770679,7.85376590996921e-06,1.224327378510853e-08,7.884118659745331e-09,0.0,2.217481346542894e-07
148600.0,206.6374207,6152.049805,6.093002154392944e-13,1.507332021044519e-08,4.4680429976052985e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.246228589001309e-18,0.0,0.7500005538242879,7.5921487413727625e-06,4.597363865625964e-08,1.5741623595646494e-08,0.0,4.159051999088999e-07
148800.0,206.6374207,6152.049805,6.26400222172144e-13,1.5354431284869033e-08,4.479433959792938e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.3620400781881684e-18,0.0,0.7500005555187459,7.59059140031892e-06,4.611077241692153e-08,1.6037334780935982e-08,0.0,4.1718830764132347e-07
149000.0,206.6374207,6152.049805,3.321000564579258e-13,8.040545551702449e-09,2.2878510880345923e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.781967677802756e-18,0.0,0.7500002616040999,7.850784956792155e-06,1.2389388852685556e-08,8.385714476428357e-09,0.0,2.2443692969580704e-07
149200.0,206.6374207,6152.049805,6.849002450618818e-13,1.6009321536216286e-08,4.5133855964819453e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.631374431826976e-18,0.0,0.750000560350595,7.586150419601703e-06,4.650169921388987e-08,1.672770620792528e-08,0.0,4.2084755176437955e-07
149400.0,206.6374207,6152.049805,7.056002532319551e-13,1.6290252901175303e-08,4.524594202473549e-07,1.19e-05,0.0334,0.00146,0.0,0.0,6.7470313617729684e-18,0.0,0.7500005620228795,7.584613370933002e-06,4.663695591847243e-08,1.7023482253571205e-08,0.0,4.2211412842381723e-07
149600.0,206.6374207,6152.049805,3.753000645594422e-13,8.517586072013895e-09,2.311065144533815e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.182962870403564e-18,0.0,0.7500002646908788,7.847842322818662e-06,1.2533576655941062e-08,8.88758346567242e-09,0.0,2.2709127446240047e-07
149800.0,206.6374207,6152.049805,7.740002801680331e-13,1.6944690306908063e-08,4.558018141673059e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.015976456680341e-18,0.0,0.7500005667906612,7.58023103026307e-06,4.70224652627178e-08,1.771401654423459e-08,0.0,4.257255872050407e-07
150000.0,206.6374207,6152.049805,7.992002901439221e-13,1.7225444585196924e-08,4.5690538826291085e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.131481146184946e-18,0.0,0.750000568441915,7.578713226444198e-06,4.715594070768771e-08,1.8009856331894942e-08,0.0,4.269764905338691e-07
150200.0,206.6374207,6152.049805,4.261500741560729e-13,8.99447135785786e-09,2.3339313571524022e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.583691003622256e-18,0.0,0.7500002677390087,7.844936478879352e-06,1.267591404755009e-08,9.389721015973047e-09,0.0,2.2971254531811268e-07
150400.0,206.6374207,6152.049805,8.802003222311923e-13,1.787943793470978e-08,4.601960299323473e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.400044705838221e-18,0.0,0.7500005731468737,7.5743883890862195e-06,4.753614304672343e-08,1.8700549867122364e-08,0.0,4.30541085213578e-07
150600.0,206.6374207,6152.049805,9.090003337346233e-13,1.816001752967358e-08,4.612832639247242e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.515399282234282e-18,0.0,0.7500005747782369,7.572888786434594e-06,4.766793211101257e-08,1.8996452365164455e-08,0.0,4.317771673365372e-07
150800.0,206.6374207,6152.049805,4.860000855278294e-13,9.471203774961959e-09,2.356464199828035e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.984156198653512e-18,0.0,0.750000270750093,7.842065898531083e-06,1.2816477711149487e-08,9.892122836663351e-09,0.0,2.3230211803880283e-07
151000.0,206.6374207,6152.049805,1.0080003731849876e-12,1.8907521102178136e-08,4.645220479182342e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.822401545359031e-18,0.0,0.7500005795323118,7.568518555514796e-06,4.805187546479531e-08,1.978578266914979e-08,0.0,4.3537970954854084e-07
151200.0,206.6374207,6152.049805,1.0440003876025944e-12,1.9187918756261168e-08,4.6559296745217175e-07,1.19e-05,0.0334,0.00146,0.0,0.0,7.937599819758244e-18,0.0,0.7500005811438074,7.567037131360016e-06,4.8181982431546665e-08,2.008175035285309e-08,0.0,4.366009917697239e-07
151400.0,206.6374207,6152.049805,5.445000967178726e-13,9.900232146798572e-09,2.374960472158413e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.344522127353888e-18,0.0,0.750000273263264,7.839669956048308e-06,1.2933764589053856e-08,1.0344336814212668e-08,0.0,2.3446360376543492e-07
151600.0,206.6374207,6152.049805,1.1070004128211323e-12,1.956124067989872e-08,4.67358478946109e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.090731239725113e-18,0.0,0.750000583694343,7.5646924151382645e-06,4.838786523573438e-08,2.0476570673662224e-08,0.0,4.3853406838300843e-07
151800.0,206.6374207,6152.049805,1.1160004165576777e-12,1.965468161012588e-08,4.6770618908995235e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.12910925640346e-18,0.0,0.7500005842203988,7.564208807333229e-06,4.84303219666914e-08,2.0575235427764638e-08,0.0,4.389327807260908e-07
152000.0,206.6374207,6152.049805,5.715001018892347e-13,1.0090937700941413e-08,2.3821595329218596e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.504730095176292e-18,0.0,0.7500002742675722,7.838712482718567e-06,1.2980626288310397e-08,1.0545274857306951e-08,0.0,2.353274076965161e-07
152200.0,206.6374207,6152.049805,1.1610004345361727e-12,1.9934977479099502e-08,4.687437258763602e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.244220194867062e-18,0.0,0.7500005857918222,7.562764156972248e-06,4.855713967228339e-08,2.0871239290909398e-08,0.0,4.4012388567580107e-07
152400.0,206.6374207,6152.049805,1.1700004383008069e-12,2.0028399255876157e-08,4.6908861808348313e-07,1.19e-05,0.0334,0.00146,0.0,0.0,8.2825817667296e-18,0.0,0.7500005863144744,7.5622836693350426e-06,4.859931332559824e-08,2.0969910881308883e-08,0.0,4.4052004400635516e-07
